code,curated_evidence_flag,systematic_screening_flag,emerging_disclosure_level,emerging_evidence_source,emerging_evidence_snippet,emerging_evidence_category,emerging_keyword_hits,emerging_quantitative_evidence_flag,emerging_product_customer_evidence_flag,emerging_keyword_only_flag,theme_hype_penalty_reason
3765,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6349,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7990,False,False,0,,no verified company disclosure,,{},False,False,False,none
4933,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
5817,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: optical_communication,optical_communication,"{""optical_communication"": [""cable"", ""optical""]}",False,False,True,keyword-only systematic hit
9531,False,False,0,,no verified company disclosure,,{},False,False,False,none
6367,True,True,2,https://www.daikin.com/products/ac/applications/modals/23_data_centers,Daikin discloses dedicated data-center cooling systems for 24-hour server protection and energy-efficient operation.,cooling,"{""data_center"": [""server""], ""cooling"": [""cooling""]}",False,True,False,none
3046,False,False,0,,no verified company disclosure,,{},False,False,False,none
7955,False,False,0,,no verified company disclosure,,{},False,False,False,none
7532,False,False,0,,no verified company disclosure,,{},False,False,False,none
4620,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
8050,False,False,0,,no verified company disclosure,,{},False,False,False,none
7545,False,False,0,,no verified company disclosure,,{},False,False,False,none
9987,False,False,0,,no verified company disclosure,,{},False,False,False,none
3167,False,False,0,,no verified company disclosure,,{},False,False,False,none
3101,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
7004,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
9962,False,False,0,,no verified company disclosure,,{},False,False,False,none
9830,False,False,0,,no verified company disclosure,,{},False,False,False,none
6850,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
9994,False,False,0,,no verified company disclosure,,{},False,False,False,none
2809,False,False,0,,no verified company disclosure,,{},False,False,False,none
4611,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
8022,False,False,0,,no verified company disclosure,,{},False,False,False,none
8086,False,False,0,,no verified company disclosure,,{},False,False,False,none
7279,False,False,0,,no verified company disclosure,,{},False,False,False,none
3088,False,False,0,,no verified company disclosure,,{},False,False,False,none
2292,False,False,0,,no verified company disclosure,,{},False,False,False,none
4194,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6841,True,True,3,https://www.yokogawa.com/solutions/products-and-services/control/control-and-safety-system/,"Yokogawa states that more than 30,000 systems use its distributed-control systems for industrial production goals.",factory_automation,"{""factory_automation"": [""automation"", ""control""]}",True,True,False,none
1878,False,False,0,,no verified company disclosure,,{},False,False,False,none
7520,False,False,0,,no verified company disclosure,,{},False,False,False,none
3558,False,False,0,,no verified company disclosure,,{},False,False,False,none
2782,False,False,0,,no verified company disclosure,,{},False,False,False,none
6952,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
5032,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
8142,False,False,0,,no verified company disclosure,,{},False,False,False,none
8267,False,False,0,,no verified company disclosure,,{},False,False,False,none
7859,False,False,0,,no verified company disclosure,,{},False,False,False,none
7943,False,False,0,,no verified company disclosure,,{},False,False,False,none
6658,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""sensor"", ""control""]}",False,False,True,keyword-only systematic hit
4527,False,False,0,,no verified company disclosure,,{},False,False,False,none
9474,True,True,3,https://www.zenrin.co.jp/product/category/gis/contents/csd/index.html,ZENRIN describes a company-information database covering about five million records linked to building-level location data.,business_data,"{""business_data"": [""business data"", ""software""]}",True,True,False,none
5214,False,False,0,,no verified company disclosure,,{},False,False,False,none
6250,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
9715,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: quality_assurance,quality_assurance,"{""quality_assurance"": [""service""]}",False,False,True,keyword-only systematic hit
7701,False,False,0,,no verified company disclosure,,{},False,False,False,none
8803,False,False,0,,no verified company disclosure,,{},False,False,False,none
3864,False,False,0,,no verified company disclosure,,{},False,False,False,none
4205,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
5273,False,False,0,,no verified company disclosure,,{},False,False,False,none
8203,False,False,0,,no verified company disclosure,,{},False,False,False,none
7956,False,False,0,,no verified company disclosure,,{},False,False,False,none
7458,False,False,0,,no verified company disclosure,,{},False,False,False,none
9413,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6378,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
7947,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
6282,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
1847,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
9887,False,False,0,,no verified company disclosure,,{},False,False,False,none
4547,False,False,0,,no verified company disclosure,,{},False,False,False,none
2784,False,False,0,,no verified company disclosure,,{},False,False,False,none
6584,False,False,0,,no verified company disclosure,,{},False,False,False,none
4028,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: semiconductor,semiconductor,"{""semiconductor"": [""materials""]}",False,False,True,keyword-only systematic hit
4768,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
6371,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
9418,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: business_data,business_data,"{""business_data"": [""business data"", ""software""]}",False,False,True,keyword-only systematic hit
1332,False,False,0,,no verified company disclosure,,{},False,False,False,none
2871,False,False,0,,no verified company disclosure,,{},False,False,False,none
1969,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: power_grid,power_grid,"{""power_grid"": [""infrastructure""]}",False,False,True,keyword-only systematic hit
8043,False,False,0,,no verified company disclosure,,{},False,False,False,none
9005,False,False,0,,no verified company disclosure,,{},False,False,False,none
7972,False,False,0,,no verified company disclosure,,{},False,False,False,none
7685,False,False,0,,no verified company disclosure,,{},False,False,False,none
8185,False,False,0,,no verified company disclosure,,{},False,False,False,none
6103,False,True,1,systematic_keyword_screen_from_phase2_fields,Systematic keyword/sector screen: factory_automation,factory_automation,"{""factory_automation"": [""automation"", ""inspection""]}",False,False,True,keyword-only systematic hit
