code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
7453,7453.T,"RYOHIN KEIKAKU CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2201,2201.T,"Morinaga & Co.,Ltd.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9404,9404.T,"Nippon Television Holdings,Inc.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7610,7610.T,"TAY TWO CO.,LTD.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7984,7984.T,"KOKUYO CO.,LTD.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7600,7600.T,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5970,5970.T,G-TEKT CORPORATION,Metal Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7599,7599.T,IDOM Inc.,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5851,5851.T,RYOBI LIMITED,Nonferrous Metals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2206,2206.T,"Ezaki Glico Co.,Ltd.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3697,3697.T,SHIFT Inc.,Information & Communication,3,3 positive three-year financial improvement indicators,3,3,Level 3,"SHIFT discloses end-to-end software quality assurance and more than 3,000 customer companies as of April 2024.",https://service.shiftinc.jp/service_cat/softwaretest/
1301,1301.T,"KYOKUYO CO.,LTD.","Fishery, Agriculture and Forestry",3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9409,9409.T,TV Asahi Holdings Corporation,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9706,9706.T,"Japan Airport Terminal Co.,ltd.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9936,9936.T,OHSHO FOOD SERVICE CORP.,Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6395,6395.T,TADANO LTD.,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8835,8835.T,TAIHEIYO KOUHATSU INCORPORATED,Wholesale Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7550,7550.T,"ZENSHO HOLDINGS CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6436,6436.T,Amano Corporation,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8291,8291.T,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4996,4996.T,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9990,9990.T,SAC'S BAR HOLDINGS INC.,Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4401,4401.T,ADEKA CORPORATION,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5480,5480.T,"Nippon Yakin kogyo Co.,Ltd.",Iron and Steel,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
7942,7942.T,JSP Corporation,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7981,7981.T,"TAKARA STANDARD CO.,LTD.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6809,6809.T,TOA CORPORATION,Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6058,6058.T,VECTOR INC.,Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7864,7864.T,"FUJI SEAL INTERNATIONAL,INC.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9861,9861.T,"YOSHINOYA HOLDINGS CO.,LTD.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
2767,2767.T,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2810,2810.T,House Foods Group Inc.,Foods,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6474,6474.T,NACHI-FUJIKOSHI CORP.,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7231,7231.T,"TOPY INDUSTRIES,LIMITED",Transportation Equipment,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3660,3660.T,istyle Inc.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4544,4544.T,"H.U. Group Holdings,Inc.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4776,4776.T,"Cybozu,Inc.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2004,2004.T,"Showa Sangyo Co.,Ltd.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1377,1377.T,SAKATA SEED CORPORATION,"Fishery, Agriculture and Forestry",2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4665,4665.T,"DUSKIN CO.,LTD.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2229,2229.T,"CALBEE,Inc.",Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6356,6356.T,"NIPPON GEAR CO.,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3923,3923.T,"RAKUS Co.,Ltd.",Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6810,6810.T,"Maxell,Ltd.",Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2429,2429.T,"WORLD HOLDINGS CO.,LTD.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7867,7867.T,"TOMY COMPANY,LTD.",Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7936,7936.T,ASICS Corporation,Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2270,2270.T,"MEGMILK SNOW BRAND Co.,Ltd.",Foods,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5703,5703.T,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4208,4208.T,UBE Corporation,Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3626,3626.T,TIS Inc.,Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
4559,4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3930,3930.T,"Hatena Co.,Ltd.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2742,2742.T,"HALOWS CO.,LTD.",Retail Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
8103,8103.T,Meiwa Corporation,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
1663,1663.T,K&O Energy Group Inc.,Mining,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3765,3765.T,"GungHo Online Entertainment,Inc.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
6349,6349.T,KOMORI CORPORATION,Machinery,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7990,7990.T,"GLOBERIDE,Inc.",Other Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4933,4933.T,"I-ne CO.,LTD.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5817,5817.T,"JMACS Japan Co.,Ltd.",Nonferrous Metals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9531,9531.T,"TOKYO GAS CO.,LTD.",Electric Power and Gas,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6367,6367.T,"DAIKIN INDUSTRIES,LTD.",Machinery,3,3 positive three-year financial improvement indicators,2,3,Level 3,Daikin discloses dedicated data-center cooling systems for 24-hour server protection and energy-efficient operation.,https://www.daikin.com/products/ac/applications/modals/23_data_centers
3046,3046.T,JINS HOLDINGS Inc.,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7955,7955.T,Cleanup Corporation,Other Products,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7532,7532.T,Pan Pacific International Holdings Corporation,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4620,4620.T,"FUJIKURA KASEI CO.,LTD.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8050,8050.T,SEIKO GROUP CORPORATION,Precision Instruments,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7545,7545.T,"NISHIMATSUYA CHAIN Co.,Ltd.",Retail Trade,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9987,9987.T,"SUZUKEN CO.,LTD.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3167,3167.T,TOKAI Holdings Corporation,Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3101,3101.T,"TOYOBO CO.,LTD.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7004,7004.T,Kanadevia Corporation,Machinery,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9962,9962.T,MISUMI Group Inc.,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9830,9830.T,TRUSCO NAKAYAMA CORPORATION,Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6850,6850.T,Chino Corporation,Electric Appliances,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9994,9994.T,YAMAYA CORPORATION,Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2809,2809.T,Kewpie Corporation,Foods,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4611,4611.T,"Dai Nippon Toryo Company,Limited",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8022,8022.T,Mizuno Corporation,Other Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8086,8086.T,NIPRO CORPORATION,Precision Instruments,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7279,7279.T,HI-LEX CORPORATION,Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3088,3088.T,MatsukiyoCocokara & Co.,Retail Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2292,2292.T,S Foods Inc.,Foods,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
4194,4194.T,"Visional,Inc.",Information & Communication,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6841,6841.T,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances,3,6 positive three-year financial improvement indicators,3,3,Level 3,"Yokogawa states that more than 30,000 systems use its distributed-control systems for industrial production goals.",https://www.yokogawa.com/solutions/products-and-services/control/control-and-safety-system/
1878,1878.T,"DAITO TRUST CONSTRUCTION CO.,LTD.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7520,7520.T,"Eco's Co.,Ltd.",Retail Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3558,3558.T,"JADE GROUP,Inc.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2782,2782.T,"Seria Co.,Ltd.",Retail Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6952,6952.T,"CASIO COMPUTER CO.,LTD.",Electric Appliances,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5032,5032.T,ANYCOLOR Inc.,Information & Communication,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
